index,LocationType,TimeFrame_x,DataFormat_CI,Num of Child Immigrants,Location,Time,Data Type,TimeFrame_UE,DataFormat_UE,Number of Unemployed Parents
1159,State,2002-2004,Number,225000,Maryland,August,Percent,2000,Percent,0.038
1160,State,2002-2004,Number,225000,Maryland,September,Percent,2000,Percent,0.034
1161,State,2002-2004,Number,225000,Maryland,October,Percent,2000,Percent,0.033
1162,State,2002-2004,Number,225000,Maryland,November,Percent,2000,Percent,0.035
1163,State,2002-2004,Number,225000,Maryland,December,Percent,2000,Percent,0.033
1164,State,2002-2004,Number,225000,Maryland,January,Percent,2001,Percent,0.041
1165,State,2002-2004,Number,225000,Maryland,February,Percent,2001,Percent,0.039
1166,State,2002-2004,Number,225000,Maryland,March,Percent,2001,Percent,0.038
1167,State,2002-2004,Number,225000,Maryland,April,Percent,2001,Percent,0.037
1168,State,2002-2004,Number,225000,Maryland,May,Percent,2001,Percent,0.037
1169,State,2002-2004,Number,225000,Maryland,June,Percent,2001,Percent,0.04
1170,State,2002-2004,Number,225000,Maryland,July,Percent,2001,Percent,0.042
1171,State,2002-2004,Number,225000,Maryland,August,Percent,2001,Percent,0.044
1172,State,2002-2004,Number,225000,Maryland,September,Percent,2001,Percent,0.041
1173,State,2002-2004,Number,225000,Maryland,October,Percent,2001,Percent,0.041
1174,State,2002-2004,Number,225000,Maryland,November,Percent,2001,Percent,0.044
1175,State,2002-2004,Number,225000,Maryland,December,Percent,2001,Percent,0.042
1176,State,2002-2004,Number,225000,Maryland,January,Percent,2002,Percent,0.051
1177,State,2002-2004,Number,225000,Maryland,February,Percent,2002,Percent,0.047
1178,State,2002-2004,Number,225000,Maryland,March,Percent,2002,Percent,0.047
1179,State,2002-2004,Number,225000,Maryland,April,Percent,2002,Percent,0.045
1180,State,2002-2004,Number,225000,Maryland,May,Percent,2002,Percent,0.044
1181,State,2002-2004,Number,225000,Maryland,June,Percent,2002,Percent,0.047
1182,State,2002-2004,Number,225000,Maryland,July,Percent,2002,Percent,0.047
1183,State,2002-2004,Number,225000,Maryland,August,Percent,2002,Percent,0.045
1184,State,2002-2004,Number,225000,Maryland,September,Percent,2002,Percent,0.04
1185,State,2002-2004,Number,225000,Maryland,October,Percent,2002,Percent,0.04
1186,State,2002-2004,Number,225000,Maryland,November,Percent,2002,Percent,0.044
1187,State,2002-2004,Number,225000,Maryland,December,Percent,2002,Percent,0.042
1188,State,2002-2004,Number,225000,Maryland,January,Percent,2003,Percent,0.048
1189,State,2002-2004,Number,225000,Maryland,February,Percent,2003,Percent,0.048
1190,State,2002-2004,Number,225000,Maryland,March,Percent,2003,Percent,0.046
1191,State,2002-2004,Number,225000,Maryland,April,Percent,2003,Percent,0.043
1192,State,2002-2004,Number,225000,Maryland,May,Percent,2003,Percent,0.044
1193,State,2002-2004,Number,225000,Maryland,June,Percent,2003,Percent,0.049
1194,State,2002-2004,Number,225000,Maryland,July,Percent,2003,Percent,0.048
1195,State,2002-2004,Number,225000,Maryland,August,Percent,2003,Percent,0.045
1196,State,2002-2004,Number,225000,Maryland,September,Percent,2003,Percent,0.043
1197,State,2002-2004,Number,225000,Maryland,October,Percent,2003,Percent,0.042
1198,State,2002-2004,Number,225000,Maryland,November,Percent,2003,Percent,0.043
1199,State,2002-2004,Number,225000,Maryland,December,Percent,2003,Percent,0.04
1200,State,2002-2004,Number,225000,Maryland,January,Percent,2004,Percent,0.047
1201,State,2002-2004,Number,225000,Maryland,February,Percent,2004,Percent,0.045
1202,State,2002-2004,Number,225000,Maryland,March,Percent,2004,Percent,0.044
1203,State,2002-2004,Number,225000,Maryland,April,Percent,2004,Percent,0.04
1204,State,2002-2004,Number,225000,Maryland,May,Percent,2004,Percent,0.041
1205,State,2002-2004,Number,225000,Maryland,June,Percent,2004,Percent,0.046
1206,State,2002-2004,Number,225000,Maryland,July,Percent,2004,Percent,0.046
1207,State,2002-2004,Number,225000,Maryland,August,Percent,2004,Percent,0.043
1208,State,2002-2004,Number,225000,Maryland,September,Percent,2004,Percent,0.04
1209,State,2002-2004,Number,225000,Maryland,October,Percent,2004,Percent,0.041
1210,State,2002-2004,Number,225000,Maryland,November,Percent,2004,Percent,0.042
1211,State,2002-2004,Number,225000,Maryland,December,Percent,2004,Percent,0.041
1212,State,2002-2004,Number,225000,Maryland,January,Percent,2005,Percent,0.046
1213,State,2002-2004,Number,225000,Maryland,February,Percent,2005,Percent,0.047
1214,State,2002-2004,Number,225000,Maryland,March,Percent,2005,Percent,0.043
1215,State,2002-2004,Number,225000,Maryland,April,Percent,2005,Percent,0.039
1216,State,2002-2004,Number,225000,Maryland,May,Percent,2005,Percent,0.041
1217,State,2002-2004,Number,225000,Maryland,June,Percent,2005,Percent,0.044
1218,State,2002-2004,Number,225000,Maryland,July,Percent,2005,Percent,0.044
1219,State,2002-2004,Number,225000,Maryland,August,Percent,2005,Percent,0.04
1220,State,2002-2004,Number,225000,Maryland,September,Percent,2005,Percent,0.039
1221,State,2002-2004,Number,225000,Maryland,October,Percent,2005,Percent,0.039
1222,State,2002-2004,Number,225000,Maryland,November,Percent,2005,Percent,0.039
1223,State,2002-2004,Number,225000,Maryland,December,Percent,2005,Percent,0.036
1224,State,2002-2004,Number,225000,Maryland,January,Percent,2006,Percent,0.04
1225,State,2002-2004,Number,225000,Maryland,February,Percent,2006,Percent,0.04
1226,State,2002-2004,Number,225000,Maryland,March,Percent,2006,Percent,0.036
1227,State,2002-2004,Number,225000,Maryland,April,Percent,2006,Percent,0.035
1228,State,2002-2004,Number,225000,Maryland,May,Percent,2006,Percent,0.038
1229,State,2002-2004,Number,225000,Maryland,June,Percent,2006,Percent,0.041
1230,State,2002-2004,Number,225000,Maryland,July,Percent,2006,Percent,0.043
1231,State,2002-2004,Number,225000,Maryland,August,Percent,2006,Percent,0.04
1232,State,2002-2004,Number,225000,Maryland,September,Percent,2006,Percent,0.037
1233,State,2002-2004,Number,225000,Maryland,October,Percent,2006,Percent,0.036
1234,State,2002-2004,Number,225000,Maryland,November,Percent,2006,Percent,0.037
1235,State,2002-2004,Number,225000,Maryland,December,Percent,2006,Percent,0.035
1236,State,2002-2004,Number,225000,Maryland,January,Percent,2007,Percent,0.041
1237,State,2002-2004,Number,225000,Maryland,February,Percent,2007,Percent,0.039
1238,State,2002-2004,Number,225000,Maryland,March,Percent,2007,Percent,0.034
1239,State,2002-2004,Number,225000,Maryland,April,Percent,2007,Percent,0.032
1240,State,2002-2004,Number,225000,Maryland,May,Percent,2007,Percent,0.033
1241,State,2002-2004,Number,225000,Maryland,June,Percent,2007,Percent,0.037
1242,State,2002-2004,Number,225000,Maryland,July,Percent,2007,Percent,0.037
1243,State,2002-2004,Number,225000,Maryland,August,Percent,2007,Percent,0.034
1244,State,2002-2004,Number,225000,Maryland,September,Percent,2007,Percent,0.033
1245,State,2002-2004,Number,225000,Maryland,October,Percent,2007,Percent,0.033
1246,State,2002-2004,Number,225000,Maryland,November,Percent,2007,Percent,0.031
1247,State,2002-2004,Number,225000,Maryland,December,Percent,2007,Percent,0.031
1248,State,2002-2004,Number,225000,Maryland,January,Percent,2008,Percent,0.036
1249,State,2002-2004,Number,225000,Maryland,February,Percent,2008,Percent,0.035
1250,State,2002-2004,Number,225000,Maryland,March,Percent,2008,Percent,0.035
1251,State,2002-2004,Number,225000,Maryland,April,Percent,2008,Percent,0.033
1252,State,2002-2004,Number,225000,Maryland,May,Percent,2008,Percent,0.038
1253,State,2002-2004,Number,225000,Maryland,June,Percent,2008,Percent,0.043
1254,State,2002-2004,Number,225000,Maryland,July,Percent,2008,Percent,0.044
1255,State,2002-2004,Number,225000,Maryland,August,Percent,2008,Percent,0.046
1256,State,2002-2004,Number,225000,Maryland,September,Percent,2008,Percent,0.045
1257,State,2002-2004,Number,225000,Maryland,October,Percent,2008,Percent,0.048
1258,State,2002-2004,Number,225000,Maryland,November,Percent,2008,Percent,0.052
1259,State,2002-2004,Number,225000,Maryland,December,Percent,2008,Percent,0.056
1260,State,2002-2004,Number,225000,Maryland,January,Percent,2009,Percent,0.067
1261,State,2002-2004,Number,225000,Maryland,February,Percent,2009,Percent,0.072
1262,State,2002-2004,Number,225000,Maryland,March,Percent,2009,Percent,0.071
1263,State,2002-2004,Number,225000,Maryland,April,Percent,2009,Percent,0.068
1264,State,2002-2004,Number,225000,Maryland,May,Percent,2009,Percent,0.073
1265,State,2002-2004,Number,225000,Maryland,June,Percent,2009,Percent,0.077
1266,State,2002-2004,Number,225000,Maryland,July,Percent,2009,Percent,0.076
1267,State,2002-2004,Number,225000,Maryland,August,Percent,2009,Percent,0.075
1268,State,2002-2004,Number,225000,Maryland,September,Percent,2009,Percent,0.075
1269,State,2002-2004,Number,225000,Maryland,October,Percent,2009,Percent,0.076
1270,State,2002-2004,Number,225000,Maryland,November,Percent,2009,Percent,0.076
1271,State,2002-2004,Number,225000,Maryland,December,Percent,2009,Percent,0.076
1272,State,2002-2004,Number,225000,Maryland,January,Percent,2010,Percent,0.081
1273,State,2002-2004,Number,225000,Maryland,February,Percent,2010,Percent,0.083
1274,State,2002-2004,Number,225000,Maryland,March,Percent,2010,Percent,0.081
1275,State,2002-2004,Number,225000,Maryland,April,Percent,2010,Percent,0.073
1276,State,2002-2004,Number,225000,Maryland,May,Percent,2010,Percent,0.074
1277,State,2002-2004,Number,225000,Maryland,June,Percent,2010,Percent,0.077
1278,State,2002-2004,Number,225000,Maryland,July,Percent,2010,Percent,0.078
1279,State,2002-2004,Number,225000,Maryland,August,Percent,2010,Percent,0.077
1280,State,2002-2004,Number,225000,Maryland,September,Percent,2010,Percent,0.074
1281,State,2002-2004,Number,225000,Maryland,October,Percent,2010,Percent,0.073
1282,State,2002-2004,Number,225000,Maryland,November,Percent,2010,Percent,0.074
1283,State,2002-2004,Number,225000,Maryland,December,Percent,2010,Percent,0.072
1284,State,2002-2004,Number,225000,Maryland,January,Percent,2011,Percent,0.078
1285,State,2002-2004,Number,225000,Maryland,February,Percent,2011,Percent,0.076
1286,State,2002-2004,Number,225000,Maryland,March,Percent,2011,Percent,0.073
1287,State,2002-2004,Number,225000,Maryland,April,Percent,2011,Percent,0.069
1288,State,2002-2004,Number,225000,Maryland,May,Percent,2011,Percent,0.071
1289,State,2002-2004,Number,225000,Maryland,June,Percent,2011,Percent,0.076
1290,State,2002-2004,Number,225000,Maryland,July,Percent,2011,Percent,0.075
1291,State,2002-2004,Number,225000,Maryland,August,Percent,2011,Percent,0.074
1292,State,2002-2004,Number,225000,Maryland,September,Percent,2011,Percent,0.072
1293,State,2002-2004,Number,225000,Maryland,October,Percent,2011,Percent,0.07
1294,State,2002-2004,Number,225000,Maryland,November,Percent,2011,Percent,0.068
1295,State,2002-2004,Number,225000,Maryland,December,Percent,2011,Percent,0.068
1296,State,2002-2004,Number,225000,Maryland,January,Percent,2012,Percent,0.074
1297,State,2002-2004,Number,225000,Maryland,February,Percent,2012,Percent,0.074
1298,State,2002-2004,Number,225000,Maryland,March,Percent,2012,Percent,0.07
1299,State,2002-2004,Number,225000,Maryland,April,Percent,2012,Percent,0.065
1300,State,2002-2004,Number,225000,Maryland,May,Percent,2012,Percent,0.068
1301,State,2002-2004,Number,225000,Maryland,June,Percent,2012,Percent,0.073
1302,State,2002-2004,Number,225000,Maryland,July,Percent,2012,Percent,0.073
1303,State,2002-2004,Number,225000,Maryland,August,Percent,2012,Percent,0.071
1304,State,2002-2004,Number,225000,Maryland,September,Percent,2012,Percent,0.067
1305,State,2002-2004,Number,225000,Maryland,October,Percent,2012,Percent,0.067
1306,State,2002-2004,Number,225000,Maryland,November,Percent,2012,Percent,0.066
1307,State,2002-2004,Number,225000,Maryland,December,Percent,2012,Percent,0.067
1308,State,2002-2004,Number,225000,Maryland,January,Percent,2013,Percent,0.073
1309,State,2002-2004,Number,225000,Maryland,February,Percent,2013,Percent,0.071
1310,State,2002-2004,Number,225000,Maryland,March,Percent,2013,Percent,0.068
1311,State,2002-2004,Number,225000,Maryland,April,Percent,2013,Percent,0.063
1312,State,2002-2004,Number,225000,Maryland,May,Percent,2013,Percent,0.066
1313,State,2002-2004,Number,225000,Maryland,June,Percent,2013,Percent,0.07
1314,State,2002-2004,Number,225000,Maryland,July,Percent,2013,Percent,0.067
1315,State,2002-2004,Number,225000,Maryland,August,Percent,2013,Percent,0.065
1316,State,2002-2004,Number,225000,Maryland,September,Percent,2013,Percent,0.062
1317,State,2002-2004,Number,225000,Maryland,October,Percent,2013,Percent,0.065
1318,State,2002-2004,Number,225000,Maryland,November,Percent,2013,Percent,0.061
1319,State,2002-2004,Number,225000,Maryland,December,Percent,2013,Percent,0.058
1320,State,2002-2004,Number,225000,Maryland,January,Percent,2014,Percent,0.064
1321,State,2002-2004,Number,225000,Maryland,February,Percent,2014,Percent,0.064
1322,State,2002-2004,Number,225000,Maryland,March,Percent,2014,Percent,0.061
1323,State,2002-2004,Number,225000,Maryland,April,Percent,2014,Percent,0.054
1324,State,2002-2004,Number,225000,Maryland,May,Percent,2014,Percent,0.057
1325,State,2002-2004,Number,225000,Maryland,June,Percent,2014,Percent,0.06
1326,State,2002-2004,Number,225000,Maryland,July,Percent,2014,Percent,0.061
1327,State,2002-2004,Number,225000,Maryland,August,Percent,2014,Percent,0.059
1328,State,2002-2004,Number,225000,Maryland,September,Percent,2014,Percent,0.055
1329,State,2002-2004,Number,225000,Maryland,October,Percent,2014,Percent,0.055
1330,State,2002-2004,Number,225000,Maryland,November,Percent,2014,Percent,0.054
1331,State,2002-2004,Number,225000,Maryland,December,Percent,2014,Percent,0.052
1332,State,2002-2004,Number,225000,Maryland,January,Percent,2015,Percent,0.059
1333,State,2002-2004,Number,225000,Maryland,February,Percent,2015,Percent,0.057
1334,State,2002-2004,Number,225000,Maryland,March,Percent,2015,Percent,0.054
1335,State,2002-2004,Number,225000,Maryland,April,Percent,2015,Percent,0.048
1336,State,2002-2004,Number,225000,Maryland,May,Percent,2015,Percent,0.051
1337,State,2002-2004,Number,225000,Maryland,June,Percent,2015,Percent,0.053
1338,State,2002-2004,Number,225000,Maryland,July,Percent,2015,Percent,0.053
1339,State,2002-2004,Number,225000,Maryland,August,Percent,2015,Percent,0.05
1340,State,2002-2004,Number,225000,Maryland,September,Percent,2015,Percent,0.047
1341,State,2002-2004,Number,225000,Maryland,October,Percent,2015,Percent,0.048
1342,State,2002-2004,Number,225000,Maryland,November,Percent,2015,Percent,0.047
1343,State,2002-2004,Number,225000,Maryland,December,Percent,2015,Percent,0.044
1344,State,2002-2004,Number,225000,Maryland,January,Percent,2016,Percent,0.049
1345,State,2002-2004,Number,225000,Maryland,February,Percent,2016,Percent,0.048
1346,State,2002-2004,Number,225000,Maryland,March,Percent,2016,Percent,0.046
1347,State,2002-2004,Number,225000,Maryland,April,Percent,2016,Percent,0.041
1348,State,2002-2004,Number,225000,Maryland,May,Percent,2016,Percent,0.042
1349,State,2002-2004,Number,225000,Maryland,June,Percent,2016,Percent,0.047
1350,State,2002-2004,Number,225000,Maryland,July,Percent,2016,Percent,0.046
1351,State,2002-2004,Number,225000,Maryland,August,Percent,2016,Percent,0.046
1352,State,2002-2004,Number,225000,Maryland,September,Percent,2016,Percent,0.043
1353,State,2002-2004,Number,225000,Maryland,October,Percent,2016,Percent,0.044
1354,State,2002-2004,Number,225000,Maryland,November,Percent,2016,Percent,0.042
1355,State,2002-2004,Number,225000,Maryland,December,Percent,2016,Percent,0.041
1356,State,2002-2004,Number,225000,Maryland,January,Percent,2017,Percent,0.048
1357,State,2002-2004,Number,225000,Maryland,February,Percent,2017,Percent,0.046
1358,State,2002-2004,Number,225000,Maryland,March,Percent,2017,Percent,0.043
1359,State,2002-2004,Number,225000,Maryland,April,Percent,2017,Percent,0.039
1360,State,2002-2004,Number,225000,Maryland,May,Percent,2017,Percent,0.04
1361,State,2002-2004,Number,225000,Maryland,June,Percent,2017,Percent,0.044
1362,State,2002-2004,Number,225000,Maryland,July,Percent,2017,Percent,0.044
1363,State,2002-2004,Number,225000,Maryland,August,Percent,2017,Percent,0.043
1364,State,2002-2004,Number,225000,Maryland,September,Percent,2017,Percent,0.04
1365,State,2002-2004,Number,225000,Maryland,October,Percent,2017,Percent,0.04
1366,State,2002-2004,Number,225000,Maryland,November,Percent,2017,Percent,0.041
1367,State,2002-2004,Number,225000,Maryland,December,Percent,2017,Percent,0.04
1368,State,2002-2004,Number,225000,Maryland,January,Percent,2018,Percent,0.046
1369,State,2002-2004,Number,225000,Maryland,February,Percent,2018,Percent,0.045
1370,State,2002-2004,Number,225000,Maryland,March,Percent,2018,Percent,0.041
1371,State,2002-2004,Number,225000,Maryland,April,Percent,2018,Percent,0.037
1372,State,2002-2004,Number,225000,Maryland,May,Percent,2018,Percent,0.037
1373,State,2002-2004,Number,225000,Maryland,June,Percent,2018,Percent,0.043
1374,State,2002-2004,Number,225000,Maryland,July,Percent,2018,Percent,0.041
1375,State,2002-2004,Number,225000,Maryland,August,Percent,2018,Percent,0.04
1376,State,2002-2004,Number,225000,Maryland,September,Percent,2018,Percent,0.036
1377,State,2002-2004,Number,225000,Maryland,October,Percent,2018,Percent,0.036
1378,State,2002-2004,Number,225000,Maryland,November,Percent,2018,Percent,0.035
1379,State,2002-2004,Number,225000,Maryland,December,Percent,2018,Percent,0.036
1380,State,2002-2004,Number,225000,Maryland,January,Percent,2019,Percent,0.043
1381,State,2002-2004,Number,225000,Maryland,February,Percent,2019,Percent,0.04
1382,State,2002-2004,Number,225000,Maryland,March,Percent,2019,Percent,0.037
1383,State,2002-2004,Number,225000,Maryland,April,Percent,2019,Percent,0.032
1384,State,2002-2004,Number,225000,Maryland,May,Percent,2019,Percent,0.034
1385,State,2002-2004,Number,225000,Maryland,June,Percent,2019,Percent,0.039
1386,State,2002-2004,Number,225000,Maryland,July,Percent,2019,Percent,0.039
1387,State,2002-2004,Number,225000,Maryland,August,Percent,2019,Percent,0.037
1388,State,2002-2004,Number,225000,Maryland,September,Percent,2019,Percent,0.033
1389,State,2002-2004,Number,225000,Maryland,October,Percent,2019,Percent,0.033
1390,State,2002-2004,Number,225000,Maryland,November,Percent,2019,Percent,0.032
1391,State,2002-2004,Number,225000,Maryland,December,Percent,2019,Percent,0.03
1392,State,2002-2004,Number,225000,Maryland,January,Percent,2020,Percent,0.041
1393,State,2002-2004,Number,225000,Maryland,February,Percent,2020,Percent,0.041
1394,State,2002-2004,Number,225000,Maryland,March,Percent,2020,Percent,0.05
1395,State,2002-2004,Number,225000,Maryland,April,Percent,2020,Percent,0.095
1396,State,2002-2004,Number,225000,Maryland,May,Percent,2020,Percent,0.105
1397,State,2002-2004,Number,225000,Maryland,June,Percent,2020,Percent,0.088
1398,State,2002-2004,Number,225000,Maryland,July,Percent,2020,Percent,0.079
1399,State,2002-2004,Number,225000,Maryland,August,Percent,2020,Percent,0.067
1400,State,2002-2004,Number,225000,Maryland,September,Percent,2020,Percent,0.063
1401,State,2002-2004,Number,225000,Maryland,October,Percent,2020,Percent,0.06
1402,State,2002-2004,Number,225000,Maryland,November,Percent,2020,Percent,0.058
1403,State,2002-2004,Number,225000,Maryland,December,Percent,2020,Percent,0.057
1404,State,2002-2004,Number,225000,Maryland,January,Percent,2021,Percent,0.063
1405,State,2002-2004,Number,225000,Maryland,February,Percent,2021,Percent,0.061
1406,State,2002-2004,Number,225000,Maryland,March,Percent,2021,Percent,0.06
1407,State,2002-2004,Number,225000,Maryland,April,Percent,2021,Percent,0.057
1408,State,2002-2004,Number,225000,Maryland,May,Percent,2021,Percent,0.06
1409,State,2002-2004,Number,225000,Maryland,June,Percent,2021,Percent,0.067
1410,State,2002-2004,Number,225000,Maryland,July,Percent,2021,Percent,0.061
1411,State,2002-2004,Number,225000,Maryland,August,Percent,2021,Percent,0.062
1412,State,2002-2004,Number,225000,Maryland,September,Percent,2021,Percent,0.054
1413,State,2002-2004,Number,225000,Maryland,October,Percent,2021,Percent,0.052
1414,State,2002-2004,Number,225000,Maryland,November,Percent,2021,Percent,0.05
1415,State,2002-2004,Number,225000,Maryland,December,Percent,2021,Percent,0.047
1416,State,2002-2004,Number,225000,Maryland,January,Percent,2022,Percent,0.044
1417,State,2002-2004,Number,225000,Maryland,February,Percent,2022,Percent,0.044
1418,State,2002-2004,Number,225000,Maryland,March,Percent,2022,Percent,0.043
1419,State,2002-2004,Number,225000,Maryland,April,Percent,2022,Percent,0.034
1420,State,2002-2004,Number,225000,Maryland,May,Percent,2022,Percent,0.037
1421,State,2002-2004,Number,225000,Maryland,June,Percent,2022,Percent,0.047
1422,State,2002-2004,Number,225000,Maryland,July,Percent,2022,Percent,0.034
1423,State,2002-2004,Number,225000,Maryland,August,Percent,2022,Percent,0.035
1424,State,2002-2004,Number,225000,Maryland,September,Percent,2022,Percent,0.029
1425,State,2002-2004,Number,225000,Maryland,October,Percent,2022,Percent,0.031
1426,State,2002-2004,Number,225000,Maryland,November,Percent,2022,Percent,0.028
1427,State,2002-2004,Number,225000,Maryland,December,Percent,2022,Percent,0.025
1428,State,2002-2004,Number,225000,Maryland,January,Percent,2023,Percent,0.03
1429,State,2002-2004,Number,225000,Maryland,February,Percent,2023,Percent,0.031
1430,State,2002-2004,Number,225000,Maryland,March,Percent,2023,Percent,0.023
1431,State,2002-2004,Number,225000,Maryland,April,Percent,2023,Percent,0.019
1432,State,2002-2004,Number,225000,Maryland,May,Percent,2023,Percent,0.022
1433,State,2002-2004,Number,225000,Maryland,June,Percent,2023,Percent,0.017
1434,State,2002-2004,Number,225000,Maryland,July,Percent,2023,Percent,0.017
1435,State,2002-2004,Number,225000,Maryland,August,Percent,2023,Percent,0.018
1436,State,2002-2004,Number,225000,Maryland,September,Percent,2023,Percent,
1437,State,2002-2004,Number,225000,Maryland,October,Percent,2023,Percent,
1438,State,2002-2004,Number,225000,Maryland,November,Percent,2023,Percent,
1439,State,2002-2004,Number,225000,Maryland,December,Percent,2023,Percent,
1440,State,2002-2004,Percent,0.16,Maryland,January,Percent,2000,Percent,0.037
1441,State,2002-2004,Percent,0.16,Maryland,February,Percent,2000,Percent,0.038
1442,State,2002-2004,Percent,0.16,Maryland,March,Percent,2000,Percent,0.035
1443,State,2002-2004,Percent,0.16,Maryland,April,Percent,2000,Percent,0.032
1444,State,2002-2004,Percent,0.16,Maryland,May,Percent,2000,Percent,0.036
1445,State,2002-2004,Percent,0.16,Maryland,June,Percent,2000,Percent,0.036
1446,State,2002-2004,Percent,0.16,Maryland,July,Percent,2000,Percent,0.038
1447,State,2002-2004,Percent,0.16,Maryland,August,Percent,2000,Percent,0.038
1448,State,2002-2004,Percent,0.16,Maryland,September,Percent,2000,Percent,0.034
1449,State,2002-2004,Percent,0.16,Maryland,October,Percent,2000,Percent,0.033
1450,State,2002-2004,Percent,0.16,Maryland,November,Percent,2000,Percent,0.035
1451,State,2002-2004,Percent,0.16,Maryland,December,Percent,2000,Percent,0.033
1452,State,2002-2004,Percent,0.16,Maryland,January,Percent,2001,Percent,0.041
1453,State,2002-2004,Percent,0.16,Maryland,February,Percent,2001,Percent,0.039
1454,State,2002-2004,Percent,0.16,Maryland,March,Percent,2001,Percent,0.038
1455,State,2002-2004,Percent,0.16,Maryland,April,Percent,2001,Percent,0.037
1456,State,2002-2004,Percent,0.16,Maryland,May,Percent,2001,Percent,0.037
1457,State,2002-2004,Percent,0.16,Maryland,June,Percent,2001,Percent,0.04
1458,State,2002-2004,Percent,0.16,Maryland,July,Percent,2001,Percent,0.042
1459,State,2002-2004,Percent,0.16,Maryland,August,Percent,2001,Percent,0.044
1460,State,2002-2004,Percent,0.16,Maryland,September,Percent,2001,Percent,0.041
1461,State,2002-2004,Percent,0.16,Maryland,October,Percent,2001,Percent,0.041
1462,State,2002-2004,Percent,0.16,Maryland,November,Percent,2001,Percent,0.044
1463,State,2002-2004,Percent,0.16,Maryland,December,Percent,2001,Percent,0.042
1464,State,2002-2004,Percent,0.16,Maryland,January,Percent,2002,Percent,0.051
1465,State,2002-2004,Percent,0.16,Maryland,February,Percent,2002,Percent,0.047
1466,State,2002-2004,Percent,0.16,Maryland,March,Percent,2002,Percent,0.047
1467,State,2002-2004,Percent,0.16,Maryland,April,Percent,2002,Percent,0.045
1468,State,2002-2004,Percent,0.16,Maryland,May,Percent,2002,Percent,0.044
1469,State,2002-2004,Percent,0.16,Maryland,June,Percent,2002,Percent,0.047
1470,State,2002-2004,Percent,0.16,Maryland,July,Percent,2002,Percent,0.047
1471,State,2002-2004,Percent,0.16,Maryland,August,Percent,2002,Percent,0.045
1472,State,2002-2004,Percent,0.16,Maryland,September,Percent,2002,Percent,0.04
1473,State,2002-2004,Percent,0.16,Maryland,October,Percent,2002,Percent,0.04
1474,State,2002-2004,Percent,0.16,Maryland,November,Percent,2002,Percent,0.044
1475,State,2002-2004,Percent,0.16,Maryland,December,Percent,2002,Percent,0.042
1476,State,2002-2004,Percent,0.16,Maryland,January,Percent,2003,Percent,0.048
1477,State,2002-2004,Percent,0.16,Maryland,February,Percent,2003,Percent,0.048
1478,State,2002-2004,Percent,0.16,Maryland,March,Percent,2003,Percent,0.046
1479,State,2002-2004,Percent,0.16,Maryland,April,Percent,2003,Percent,0.043
1480,State,2002-2004,Percent,0.16,Maryland,May,Percent,2003,Percent,0.044
1481,State,2002-2004,Percent,0.16,Maryland,June,Percent,2003,Percent,0.049
1482,State,2002-2004,Percent,0.16,Maryland,July,Percent,2003,Percent,0.048
1483,State,2002-2004,Percent,0.16,Maryland,August,Percent,2003,Percent,0.045
1484,State,2002-2004,Percent,0.16,Maryland,September,Percent,2003,Percent,0.043
1485,State,2002-2004,Percent,0.16,Maryland,October,Percent,2003,Percent,0.042
1486,State,2002-2004,Percent,0.16,Maryland,November,Percent,2003,Percent,0.043
1487,State,2002-2004,Percent,0.16,Maryland,December,Percent,2003,Percent,0.04
1488,State,2002-2004,Percent,0.16,Maryland,January,Percent,2004,Percent,0.047
1489,State,2002-2004,Percent,0.16,Maryland,February,Percent,2004,Percent,0.045
1490,State,2002-2004,Percent,0.16,Maryland,March,Percent,2004,Percent,0.044
1491,State,2002-2004,Percent,0.16,Maryland,April,Percent,2004,Percent,0.04
1492,State,2002-2004,Percent,0.16,Maryland,May,Percent,2004,Percent,0.041
1493,State,2002-2004,Percent,0.16,Maryland,June,Percent,2004,Percent,0.046
1494,State,2002-2004,Percent,0.16,Maryland,July,Percent,2004,Percent,0.046
1495,State,2002-2004,Percent,0.16,Maryland,August,Percent,2004,Percent,0.043
1496,State,2002-2004,Percent,0.16,Maryland,September,Percent,2004,Percent,0.04
1497,State,2002-2004,Percent,0.16,Maryland,October,Percent,2004,Percent,0.041
1498,State,2002-2004,Percent,0.16,Maryland,November,Percent,2004,Percent,0.042
1499,State,2002-2004,Percent,0.16,Maryland,December,Percent,2004,Percent,0.041
1500,State,2002-2004,Percent,0.16,Maryland,January,Percent,2005,Percent,0.046
1501,State,2002-2004,Percent,0.16,Maryland,February,Percent,2005,Percent,0.047
1502,State,2002-2004,Percent,0.16,Maryland,March,Percent,2005,Percent,0.043
1503,State,2002-2004,Percent,0.16,Maryland,April,Percent,2005,Percent,0.039
1504,State,2002-2004,Percent,0.16,Maryland,May,Percent,2005,Percent,0.041
1505,State,2002-2004,Percent,0.16,Maryland,June,Percent,2005,Percent,0.044
1506,State,2002-2004,Percent,0.16,Maryland,July,Percent,2005,Percent,0.044
1507,State,2002-2004,Percent,0.16,Maryland,August,Percent,2005,Percent,0.04
1508,State,2002-2004,Percent,0.16,Maryland,September,Percent,2005,Percent,0.039
1509,State,2002-2004,Percent,0.16,Maryland,October,Percent,2005,Percent,0.039
1510,State,2002-2004,Percent,0.16,Maryland,November,Percent,2005,Percent,0.039
1511,State,2002-2004,Percent,0.16,Maryland,December,Percent,2005,Percent,0.036
